Individual	Parent1	Parent2	Pedigree
G18-12647	G00-3880	G12-7199	( G18-12647 ( G00-3880 ( G3-9201 , Cook ) , G12-7199 ) )
G18-3051R2	G10PR-224R2	NCC07-8138	( G18-3051R2 ( G10PR-224R2 ( G00-3213 ( N7001 , Boggs ) , NC7308A1-COYN ) , NCC07-8138 ( MD99-6226 ( V91-2935 , MD92-5769 ) , N97-9677 ( M90-7199 , Cook ) ) ) )
G18-3118R2	G10PR-224R2	NCC06-1090	( G18-3118R2 ( G10PR-224R2 ( G00-3213 ( N7001 , Boggs ) , NC7308A1-COYN ) , NCC06-1090 ( N99-8137 ( N7001 , Graham ) , TN99-117 ( N92-189 ( AU82-211 ( N73-693 ( D68-216 ( Dyer , Bragg ) , Ransom ) , F76-8757 ) , N85-578 ) , V90-1012 ) ) ) )
G18-3311R2	G10PR-224R2	NCC06-899	( G18-3311R2 ( G10PR-224R2 ( G00-3213 ( N7001 , Boggs ) , NC7308A1-COYN ) , NCC06-899 ( R97-1634 ( Pioneer_P9592 , Holladay ) , N97-9693 ( N90-7199 , Cook ) ) ) )
G18-3336R2	G10PR-56248R2	TN08-100	( G18-3336R2 ( G10PR-56248R2 , TN08-100 ( 5601T ( Hutcheson , TN89-39 ( TN81-2 ( Lee_74 , Mitchell ( Amsoy , Wayne ) ) , TN80-69 ( Essex , J74-40 ) ) ) , PI_417088 ) ) )
G18-3558R2	G10PR-56248R2	TN09-44420	( G18-3558R2 ( G10PR-56248R2 , TN09-44420 ) )
G18-4195R2	G10PR-224R2	UA5612	( G18-4195R2 ( G10PR-224R2 ( G00-3213 ( N7001 , Boggs ) , NC7308A1-COYN ) , UA5612 ) )
G18-6302R2	G12-3698R2	G12-6543	( G18-6302R2 ( G12-3698R2 , G12-6543 ) )
G18-8097LL	G12PR-214	G13LL-44	( G18-8097LL ( G12PR-214 , G13LL-44 ) )
G18-8335LL	Henderson	G13LL-7	( G18-8335LL ( Henderson , G13LL-7 ) )
G18-8480LL	TN08-100	G13LL-7	( G18-8480LL ( TN08-100 ( 5601T ( Hutcheson , TN89-39 ( TN81-2 ( Lee_74 , Mitchell ( Amsoy , Wayne ) ) , TN80-69 ( Essex , J74-40 ) ) ) , PI_417088 ) , G13LL-7 ) )
G18-8508LL	TN08-100	G13LL-7	( G18-8508LL ( TN08-100 ( 5601T ( Hutcheson , TN89-39 ( TN81-2 ( Lee_74 , Mitchell ( Amsoy , Wayne ) ) , TN80-69 ( Essex , J74-40 ) ) ) , PI_417088 ) , G13LL-7 ) )
G18F3D-415	NC-Raleigh	JTN-4307	( G18F3D-415 ( NC-Raleigh , JTN-4307 ( S97-1688 ( S91-1381 ( Hartz_H5370 , Hartwig ) , Hartz_H5810 ) , V94-0198 ( DPL_415 ( Essex , DPX_436 ( Pickett_71 , York ) ) , Manokin ) ) ) )
G79-945	Tracy	Ransom	( G79-945 ( Tracy , Ransom ) )
G80-1011	Wright	Braxton	( G80-1011 ( Wright , Braxton ) )
G80-1515	Pickett_71	Bedford	( G80-1515 ( Pickett_71 , Bedford ) )
G81-152	D74-7741	Coker_237	( G81-152 ( D74-7741 ( Forrest , D70-3001 ( D64-4636 ( Hill , D58-3311 ) , Pickett_71 ) ) , Coker_237 ( Hutton , N63-858 ( D58-3358 , D59-9289 ( D51-4877 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) , D55-4168 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ) ) ) ) ) )
G81-1949	D74-7741	Braxton	( G81-1949 ( D74-7741 ( Forrest , D70-3001 ( D64-4636 ( Hill , D58-3311 ) , Pickett_71 ) ) , Braxton ) )
G81-2949	D74-7741	Braxton	( G81-2949 ( D74-7741 ( Forrest , D70-3001 ( D64-4636 ( Hill , D58-3311 ) , Pickett_71 ) ) , Braxton ) )
G82-2820	D74-7741	F76-8757	( G82-2820 ( D74-7741 ( Forrest , D70-3001 ( D64-4636 ( Hill , D58-3311 ) , Pickett_71 ) ) , F76-8757 ) )
G82-2933	D74-7741	F76-8757	( G82-2933 ( D74-7741 ( Forrest , D70-3001 ( D64-4636 ( Hill , D58-3311 ) , Pickett_71 ) ) , F76-8757 ) )
G82-3458	Braxton	Dowling	( G82-3458 ( Braxton , Dowling ) )
G82-481	D74-7741	F76-8846	( G82-481 ( D74-7741 ( Forrest , D70-3001 ( D64-4636 ( Hill , D58-3311 ) , Pickett_71 ) ) , F76-8846 ) )
G83-1243	D77-6103	F77-6790	( G83-1243 ( D77-6103 ( Centennial , J74-47 ) , F77-6790 ) )
G83-198	D74-7741	Young	( G83-198 ( D74-7741 ( Forrest , D70-3001 ( D64-4636 ( Hill , D58-3311 ) , Pickett_71 ) ) , Young ) )
G83-559	D77-6103	F77-6903	( G83-559 ( D77-6103 ( Centennial , J74-47 ) , F77-6903 ) )
G83-644	D77-6103	F77-6903	( G83-644 ( D77-6103 ( Centennial , J74-47 ) , F77-6903 ) )
G83-969	Young	F77-6903	( G83-969 ( Young , F77-6903 ) )
G84-234	Kirby	Wright	( G84-234 ( Kirby , Wright ) )
G85-373	Gordon	Braxton	( G85-373 ( Gordon , Braxton ) )
G86-1195	D76-9665	Braxton	( G86-1195 ( D76-9665 ( Forrest , Centennial ) , Braxton ) )
G86-1267	D76-9665	Braxton	( G86-1267 ( D76-9665 ( Forrest , Centennial ) , Braxton ) )
G86-1434	D79-6058	Twiggs	( G86-1434 ( D79-6058 ( Tracy , Centennial ) , Twiggs ) )
G87-1968	Thomas	Gordon	( G87-1968 ( Thomas , Gordon ) )
G87-3533	Coker_368	Gorden	( G87-3533 ( Coker_368 ( Corker_71-211 , Centennial ) , Gorden ) )
G88-3129	Hutcheson	Coker_6738	( G88-3129 ( Hutcheson , Coker_6738 ( Braxton , Coker_368 ( Corker_71-211 , Centennial ) ) ) )
G89-1053	G80-1515	Thomas	( G89-1053 ( G80-1515 ( Pickett_71 , Bedford ) , Thomas ) )
G89-2272	G81-152	Coker_6738	( G89-2272 ( G81-152 ( D74-7741 ( Forrest , D70-3001 ( D64-4636 ( Hill , D58-3311 ) , Pickett_71 ) ) , Coker_237 ( Hutton , N63-858 ( D58-3358 , D59-9289 ( D51-4877 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) , D55-4168 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ) ) ) ) ) , Coker_6738 ( Braxton , Coker_368 ( Corker_71-211 , Centennial ) ) ) )
G89-2328	G81-152	Coker_6738	( G89-2328 ( G81-152 ( D74-7741 ( Forrest , D70-3001 ( D64-4636 ( Hill , D58-3311 ) , Pickett_71 ) ) , Coker_237 ( Hutton , N63-858 ( D58-3358 , D59-9289 ( D51-4877 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) , D55-4168 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ) ) ) ) ) , Coker_6738 ( Braxton , Coker_368 ( Corker_71-211 , Centennial ) ) ) )
G89-300	Hutcheson	Colquitt	( G89-300 ( Hutcheson , Colquitt ( Wright , Braxton ) ) )
G89-9111	Hutcheson	Coker_6738	( G89-9111 ( Hutcheson , Coker_6738 ( Braxton , Coker_368 ( Corker_71-211 , Centennial ) ) ) )
G90-1669	Coker_82-622	Howard	( G90-1669 ( Coker_82-622 ( Braxton , Coker_368 ( Corker_71-211 , Centennial ) ) , Howard ) )
G90-3258	Stonewall	Bryan	( G90-3258 ( Stonewall , Bryan ) )
G90-R1151E	Coker_82-622	Howard	( G90-R1151E ( Coker_82-622 ( Braxton , Coker_368 ( Corker_71-211 , Centennial ) ) , Howard ) )
G91-151	Coker_82-622	Bryan	( G91-151 ( Coker_82-622 ( Braxton , Coker_368 ( Corker_71-211 , Centennial ) ) , Bryan ) )
G91-221	Coker_82-622	Bryan	( G91-221 ( Coker_82-622 ( Braxton , Coker_368 ( Corker_71-211 , Centennial ) ) , Bryan ) )
G91-2244	F81-2815	Colquitt	( G91-2244 ( F81-2815 , Colquitt ( Wright , Braxton ) ) )
G91-270	Coker_82-622	Bryan	( G91-270 ( Coker_82-622 ( Braxton , Coker_368 ( Corker_71-211 , Centennial ) ) , Bryan ) )
G91-291	Coker_82-622	Bryan	( G91-291 ( Coker_82-622 ( Braxton , Coker_368 ( Corker_71-211 , Centennial ) ) , Bryan ) )
G92-1110	Bryan	Coker_6727	( G92-1110 ( Bryan , Coker_6727 ) )
G92-1306	Doles	Coker_6727	( G92-1306 ( Doles , Coker_6727 ) )
G92-1557	Doles	Coker_6727	( G92-1557 ( Doles , Coker_6727 ) )
G92-2167	Coker_82-622	Brim	( G92-2167 ( Coker_82-622 ( Braxton , Coker_368 ( Corker_71-211 , Centennial ) ) , Brim ) )
G92-2219	Coker_82-622	Brim	( G92-2219 ( Coker_82-622 ( Braxton , Coker_368 ( Corker_71-211 , Centennial ) ) , Brim ) )
G92-2381	Coker_82-622	G83-12	( G92-2381 ( Coker_82-622 ( Braxton , Coker_368 ( Corker_71-211 , Centennial ) ) , G83-12 ) )
G92-2388	Coker_82-622	G83-12	( G92-2388 ( Coker_82-622 ( Braxton , Coker_368 ( Corker_71-211 , Centennial ) ) , G83-12 ) )
G93-1749	G85-373	Coker_6727	( G93-1749 ( G85-373 ( Gordon , Braxton ) , Coker_6727 ) )
G93-1914	S84-1876	D84-7174	( G93-1914 ( S84-1876 ( Bedford , Essex ) , D84-7174 ( D77-12 , D77-6057 ( Centennial , J74-47 ) ) ) )
G93-2225	Cook	Coker_6727	( G93-2225 ( Cook , Coker_6727 ) )
G93-3034	G83-559	Bryan	( G93-3034 ( G83-559 ( D77-6103 ( Centennial , J74-47 ) , F77-6903 ) , Bryan ) )
G94-1223	G86-1434	Doles	( G94-1223 ( G86-1434 ( D79-6058 ( Tracy , Centennial ) , Twiggs ) , Doles ) )
G94-1448	G86-1434	Doles	( G94-1448 ( G86-1434 ( D79-6058 ( Tracy , Centennial ) , Twiggs ) , Doles ) )
G94-1559	G86-1434	G85-373	( G94-1559 ( G86-1434 ( D79-6058 ( Tracy , Centennial ) , Twiggs ) , G85-373 ( Gordon , Braxton ) ) )
G94-1572	G86-1434	G85-373	( G94-1572 ( G86-1434 ( D79-6058 ( Tracy , Centennial ) , Twiggs ) , G85-373 ( Gordon , Braxton ) ) )
G94-1917	G86-1434	G85-373	( G94-1917 ( G86-1434 ( D79-6058 ( Tracy , Centennial ) , Twiggs ) , G85-373 ( Gordon , Braxton ) ) )
G94-3117	G86-1434	Hagood	( G94-3117 ( G86-1434 ( D79-6058 ( Tracy , Centennial ) , Twiggs ) , Hagood ) )
G95-179	G86-1434	G86-1267	( G95-179 ( G86-1434 ( D79-6058 ( Tracy , Centennial ) , Twiggs ) , G86-1267 ( D76-9665 ( Forrest , Centennial ) , Braxton ) ) )
G95-2484	G86-1434	HY798	( G95-2484 ( G86-1434 ( D79-6058 ( Tracy , Centennial ) , Twiggs ) , HY798 ) )
G95-2567	G86-1434	HY798	( G95-2567 ( G86-1434 ( D79-6058 ( Tracy , Centennial ) , Twiggs ) , HY798 ) )
G95-2853	G87-1968	G86-1267	( G95-2853 ( G87-1968 ( Thomas , Gordon ) , G86-1267 ( D76-9665 ( Forrest , Centennial ) , Braxton ) ) )
G95-2935	G87-1968	G86-1267	( G95-2935 ( G87-1968 ( Thomas , Gordon ) , G86-1267 ( D76-9665 ( Forrest , Centennial ) , Braxton ) ) )
G95-346	G86-1434	G87-1968	( G95-346 ( G86-1434 ( D79-6058 ( Tracy , Centennial ) , Twiggs ) , G87-1968 ( Thomas , Gordon ) ) )
G96-1170	G86-1434	D87-4429	( G96-1170 ( G86-1434 ( D79-6058 ( Tracy , Centennial ) , Twiggs ) , D87-4429 ( Sharkey , LeFlore ) ) )
G96-1797	G86-1434	Cook	( G96-1797 ( G86-1434 ( D79-6058 ( Tracy , Centennial ) , Twiggs ) , Cook ) )
G96-2272	DPL_3776	G86-1267	( G96-2272 ( DPL_3776 ( Asgrow_A7986 , Asgrow_A5980 ) , G86-1267 ( D76-9665 ( Forrest , Centennial ) , Braxton ) ) )
G97-1387	Doles	D87-4429	( G97-1387 ( Doles , D87-4429 ( Sharkey , LeFlore ) ) )
G97-1417	Doles	D87-4429	( G97-1417 ( Doles , D87-4429 ( Sharkey , LeFlore ) ) )
G97-1419	Doles	D87-4429	( G97-1419 ( Doles , D87-4429 ( Sharkey , LeFlore ) ) )
G97-1486	Doles	D87-4429	( G97-1486 ( Doles , D87-4429 ( Sharkey , LeFlore ) ) )
G97-2449	G89-375	Haskell	( G97-2449 ( G89-375 , Haskell ) )
G97-3149	DPL_3776	Hartwig	( G97-3149 ( DPL_3776 ( Asgrow_A7986 , Asgrow_A5980 ) , Hartwig ) )
G98-1053	Boggs	Doles	( G98-1053 ( Boggs , Doles ) )
G98-1420	Boggs	Doles	( G98-1420 ( Boggs , Doles ) )
G98-2641	G89-375	D87-4429	( G98-2641 ( G89-375 , D87-4429 ( Sharkey , LeFlore ) ) )
G98-2866	Brim	Doles	( G98-2866 ( Brim , Doles ) )
G98-3157	Brim	D87-4429	( G98-3157 ( Brim , D87-4429 ( Sharkey , LeFlore ) ) )
G98-3520	Doles	Haskell	( G98-3520 ( Doles , Haskell ) )
G98-465	Boggs	Benning	( G98-465 ( Boggs , Benning ) )
G98-5393	G89-146	Cook	( G98-5393 ( G89-146 , Cook ) )
G99-1166	G91-2244	Benning	( G99-1166 ( G91-2244 ( F81-2815 , Colquitt ( Wright , Braxton ) ) , Benning ) )
G99-1308	G91-2244	Benning	( G99-1308 ( G91-2244 ( F81-2815 , Colquitt ( Wright , Braxton ) ) , Benning ) )
G99-2172	V91-3036	Doles	( G99-2172 ( V91-3036 ( Hutcheson , V84-1790 ( Epps , L77-994 ) ) , Doles ) )
G99-2604	Prichard	Northrup_King_S75-55	( G99-2604 ( Prichard , Northrup_King_S75-55 ) )
G99-2678	Prichard	Northrup_King_S75-55	( G99-2678 ( Prichard , Northrup_King_S75-55 ) )
G99-2721	Prichard	Northrup_King_S75-55	( G99-2721 ( Prichard , Northrup_King_S75-55 ) )
G99-2982	Prichard	Northrup_King_S75-55	( G99-2982 ( Prichard , Northrup_King_S75-55 ) )
G99-3211	G91-2244	Doles	( G99-3211 ( G91-2244 ( F81-2815 , Colquitt ( Wright , Braxton ) ) , Doles ) )
G99-4158	S91-1381	Benning	( G99-4158 ( S91-1381 ( Hartz_H5370 , Hartwig ) , Benning ) )
GASF98-114	Benning	Danbaekkong	( GASF98-114 ( Benning , Danbaekkong ) )
GH03-1	Golden_Harvest_24040	-	( GH03-1 ( Golden_Harvest_24040 , - ) )
GH03-3	Golden_Harvest_2285	-	( GH03-3 ( Golden_Harvest_2285 , - ) )
GL_2250	Corsoy	Amsoy	( GL_2250 ( Corsoy , Amsoy ) )
GR8836	Asgrow_A3127	Williams_82	( GR8836 ( Asgrow_A3127 ( Williams , Essex ) , Williams_82 ) )
GR8936	Asgrow_A3127	Williams_82	( GR8936 ( Asgrow_A3127 ( Williams , Essex ) , Williams_82 ) )
GT_1200	Hark	Calland	( GT_1200 ( Hark , Calland ) )
GT_1310	L66L-140	Cutler	( GT_1310 ( L66L-140 ( Wayne , L57-0034 ( Clark , Adams ) ) , Cutler ) )
GT_1380	L66L-140	Adams	( GT_1380 ( L66L-140 ( Wayne , L57-0034 ( Clark , Adams ) ) , Adams ) )
GT_1440	Mitchell	Exp_40306	( GT_1440 ( Mitchell ( Amsoy , Wayne ) , Exp_40306 ) )
Ga58-33	D49-588	N51-1956	( Ga58-33 ( D49-588 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) , N51-1956 ) )
Ga59-895	Jackson	D49-2491	( Ga59-895 ( Jackson , D49-2491 ( S-100 ( Illini ( A.K. , - ) , - ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) )
Ga70-163	Davis	Lee	( Ga70-163 ( Davis , Lee ) )
Ga72-666	Bragg	Lee	( Ga72-666 ( Bragg , Lee ) )
Ga76-316	Bragg	Ransom	( Ga76-316 ( Bragg , Ransom ) )
Ga78-1011	Forrest	Hutton	( Ga78-1011 ( Forrest , Hutton ) )
Ga78-2488	Hutton	Ga70-276	( Ga78-2488 ( Hutton , Ga70-276 ) )
Ga79-945	Tracy	Ransom	( Ga79-945 ( Tracy , Ransom ) )
Ga80-1413	Centennial	F71-1138	( Ga80-1413 ( Centennial , F71-1138 ) )
GaSoy_17	Bragg	Hood	( GaSoy_17 ( Bragg , Hood ) )
GaT72-555	Jackson	Hood	( GaT72-555 ( Jackson , Hood ) )
GaT73-24	Davis	D68-180	( GaT73-24 ( Davis , D68-180 ( Dyer , Bragg ) ) )
GaT74-10	Hale_3	Delmar	( GaT74-10 ( Hale_3 ( D51-4969 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) , - ) , Delmar ) )
GaT74-25	Bragg	F66-242	( GaT74-25 ( Bragg , F66-242 ) )
GaT75-731	Dare	Hampton_266A	( GaT75-731 ( Dare , Hampton_266A ) )
Gatan	Otootan	-	( Gatan ( Otootan ( PI_548479 , - ) , - ) )
Georgia_731	PI_95719-1	-	( Georgia_731 ( PI_95719-1 , - ) )
Goldsoy_	OAC_211	-	( Goldsoy_ ( OAC_211 ( Habaro ( PI_20405 , - ) , - ) , - ) )
Gutwein_180	Harosoy_63	PI_248406	( Gutwein_180 ( Harosoy_63 , PI_248406 ) )
Gutwein_221	Corsoy	Amsoy	( Gutwein_221 ( Corsoy , Amsoy ) )
Gutwein_225	SRF_150	SRF_200	( Gutwein_225 ( SRF_150 , SRF_200 ( X68-136 , Amsoy_71 ) ) )
Gutwein_421	Clark_63	D61-6141	( Gutwein_421 ( Clark_63 , D61-6141 ) )
